YEAR,DOY,T2M,WS2M,RH2M,PRECTOTCORR
2020,120,-0.04,0.56,98.63,5.56
2020,121,-1.2,0.63,98.85,3.58
2020,122,-1.21,0.51,93.56,0.24
2020,123,-0.11,0.69,94.97,6.65
2020,124,-1.74,0.72,99.2,4.8
2020,125,-1.5,0.48,95.92,1.18
2020,126,0.19,0.49,96.65,1.61
2020,127,0.21,0.58,97.95,4.02
2020,128,0.72,0.64,83.01,0.05
2020,129,1.33,0.84,90.53,0.25
2020,130,1.64,0.92,96.51,0.16
2020,131,1.49,1.23,93.02,0.05
2020,132,1.23,0.91,92.47,0.09
2020,133,2.95,0.67,75.72,0.0
2020,134,4.93,0.64,75.04,0.5
2020,135,6.13,0.5,85.11,1.15
2020,136,6.98,0.53,81.49,1.24
2020,137,5.93,0.59,84.95,2.84
2020,138,7.31,0.5,83.55,1.36
2020,139,7.83,0.62,82.39,1.31
2020,140,5.55,0.59,91.47,2.01
2020,141,3.37,0.68,87.0,5.26
2020,142,4.02,0.58,77.45,0.46
2020,143,5.17,0.67,82.21,1.43
2020,144,4.3,0.57,86.22,3.91
2020,145,4.23,0.58,93.56,6.84
2020,146,4.19,0.64,83.53,3.96
2020,147,3.18,0.63,82.33,1.43
2020,148,5.99,0.54,66.8,0.0
2020,149,7.44,0.54,82.83,3.72
2020,150,9.25,0.56,81.4,0.32
2020,151,7.54,0.49,78.36,0.51
2020,152,3.61,0.68,84.35,2.95
2020,153,2.74,0.65,84.84,4.53
2020,154,2.54,0.72,88.44,8.27
2020,155,3.93,0.49,80.23,4.04
2020,156,3.57,0.51,84.51,5.19
2020,157,4.5,0.35,79.3,3.65
2020,158,3.12,0.52,92.59,7.44
2020,159,4.5,0.61,82.49,2.04
2020,160,4.12,0.56,77.22,1.45
2020,161,4.99,0.57,87.26,5.48
2020,162,6.03,0.36,90.55,7.14
2020,163,6.64,0.42,84.71,3.63
2020,164,6.33,0.36,82.96,6.43
2020,165,6.23,0.43,74.17,1.42
2020,166,5.49,0.6,79.9,1.14
2020,167,6.44,0.4,81.01,2.1
2020,168,7.53,0.49,79.96,0.42
2020,169,9.21,0.37,77.17,0.81
2020,170,8.68,0.35,95.22,7.64
2020,171,10.13,0.34,94.44,12.96
2020,172,8.56,0.44,90.76,7.32
2020,173,7.12,0.34,79.17,3.38
2020,174,5.64,0.38,94.97,12.76
2020,175,7.92,0.25,88.85,3.33
2020,176,10.67,0.44,78.06,0.51
2020,177,6.48,0.38,86.74,2.67
2020,178,6.57,0.39,91.19,7.08
2020,179,6.66,0.35,83.98,3.01
2020,180,11.91,0.36,68.77,0.03
2020,181,8.92,0.52,83.16,1.99
2020,182,8.41,0.35,84.35,1.39
2020,183,10.92,0.3,81.41,1.25
2020,184,5.8,0.35,89.83,10.38
2020,185,7.37,0.25,84.24,2.44
2020,186,7.33,0.27,86.37,1.09
2020,187,9.43,0.19,83.35,0.74
2020,188,9.35,0.21,85.46,3.35
2020,189,8.54,0.24,84.03,2.53
2020,190,7.54,0.19,91.86,8.77
2020,191,8.67,0.29,83.99,3.06
2020,192,6.51,0.26,94.17,8.8
2020,193,6.71,0.24,89.5,9.83
2020,194,6.76,0.25,86.25,5.73
2020,195,8.4,0.25,79.91,0.46
2020,196,7.48,0.28,94.08,6.67
2020,197,9.99,0.38,96.27,14.55
2020,198,9.1,0.31,90.27,5.46
2020,199,9.67,0.23,82.87,0.52
2020,200,8.95,0.3,96.08,5.54
2020,201,12.65,0.27,83.18,0.29
2020,202,12.99,0.27,88.51,3.51
2020,203,11.24,0.25,93.44,2.66
2020,204,9.75,0.23,88.82,1.55
2020,205,7.36,0.25,92.6,7.75
2020,206,7.54,0.29,87.03,2.26
2020,207,9.06,0.23,86.56,1.25
2020,208,13.53,0.27,84.98,0.24
2020,209,11.95,0.24,83.9,0.25
2020,210,9.94,0.29,76.06,0.04
2020,211,13.11,0.37,71.36,0.21
2020,212,16.74,0.43,71.86,0.02
2020,213,16.52,0.26,83.79,4.73
2020,214,12.17,0.29,84.26,0.88
2020,215,12.16,0.31,91.56,12.63
2020,216,9.26,0.32,89.5,5.34
2020,217,8.87,0.23,89.41,1.1
2020,218,9.04,0.26,94.94,8.67
2020,219,7.09,0.24,86.79,4.26
2020,220,6.58,0.33,94.47,9.29
2020,221,6.97,0.29,88.96,3.56
2020,222,6.38,0.3,96.23,8.62
2020,223,6.68,0.26,84.97,0.85
2020,224,5.97,0.27,85.49,2.08
2020,225,5.67,0.31,88.92,2.37
2020,226,6.99,0.22,86.18,2.55
2020,227,9.71,0.42,97.71,22.38
2020,228,12.18,0.43,93.59,8.74
2020,229,14.27,0.38,86.01,0.9
2020,230,12.77,0.46,89.71,4.61
2020,231,10.22,0.36,82.91,15.86
2020,232,8.67,0.41,89.19,6.3
2020,233,10.55,0.27,92.65,14.48
2020,234,8.69,0.27,95.11,10.18
2020,235,6.65,0.34,96.4,6.09
2020,236,7.52,0.21,91.0,2.13
2020,237,7.39,0.23,93.75,1.25
2020,238,6.88,0.21,92.79,1.62
2020,239,6.33,0.22,96.67,5.85
2020,240,7.98,0.32,82.97,0.64
2020,241,6.48,0.37,87.82,7.14
2020,242,5.24,0.28,96.71,5.24
2020,243,4.97,0.22,97.11,7.59
2020,244,7.47,0.35,98.09,5.81
2020,245,9.18,0.37,98.38,14.61
2020,246,6.79,0.2,90.56,3.48
2020,247,8.74,0.32,93.96,5.2
2020,248,11.1,0.26,86.7,0.07
2020,249,10.54,0.27,97.26,3.58
2020,250,10.05,0.24,96.77,1.88
2020,251,9.05,0.51,74.08,0.1
2020,252,14.06,0.44,67.45,0.01
2020,253,14.85,0.56,65.57,0.02
2020,254,16.49,0.51,56.95,0.0
2020,255,13.2,0.57,70.3,0.0
2020,256,10.46,0.39,73.93,0.0
2020,257,9.81,0.37,74.26,0.14
2020,258,7.09,0.29,89.31,1.89
2020,259,8.8,0.38,83.25,0.08
2020,260,11.51,0.5,79.12,0.07
2020,261,12.47,0.56,85.82,0.75
2020,262,10.97,0.43,90.91,0.49
2020,263,9.07,0.27,94.85,6.37
2020,264,5.69,0.24,97.83,9.1
2020,265,5.89,0.3,86.11,1.52
2020,266,5.73,0.36,89.78,2.8
2020,267,5.98,0.26,94.8,10.62
2020,268,4.62,0.29,98.54,16.06
2020,269,3.79,0.34,95.91,11.82
2020,270,3.54,0.24,94.54,4.94
2020,271,4.7,0.43,97.52,24.07
2020,272,4.31,0.17,97.43,28.07
2020,273,9.93,0.35,90.01,7.1
2020,274,9.38,0.24,91.1,0.2
2020,275,10.27,0.41,87.27,0.05
2020,276,12.24,0.5,84.39,0.0
2020,277,9.87,0.4,97.12,2.13
2020,278,6.53,0.3,92.3,1.78
2020,279,6.43,0.42,97.57,12.65
2020,280,4.59,0.27,87.46,1.28
2020,281,2.52,0.15,93.79,4.92
2020,282,2.31,0.19,85.83,0.19
2020,283,0.36,0.25,98.51,10.09
2020,284,1.1,0.24,98.26,5.96
2020,285,0.22,0.31,94.87,5.0
2020,286,0.26,0.29,95.15,2.15
2020,287,0.45,0.38,90.4,1.68
2020,288,-0.17,0.28,95.71,1.65
2020,289,0.05,0.25,97.39,39.97
2020,290,2.98,0.38,93.15,5.46
2020,291,-1.31,0.3,89.45,2.35
2020,292,-1.54,0.27,91.72,6.34
2020,293,0.7,0.32,96.88,4.4
2020,294,-1.81,0.33,93.89,2.59
2020,295,-2.3,0.38,81.56,0.15
2020,296,-4.33,0.38,84.6,2.75
2020,297,-8.38,0.61,86.64,2.29
2020,298,-10.62,0.45,79.75,0.0
2020,299,-4.68,0.29,77.46,2.12
2020,300,1.37,0.49,99.0,9.2
2020,301,1.23,0.28,99.03,20.66
2020,302,0.21,0.22,99.12,1.28
2020,303,-0.19,0.21,99.01,18.76
2020,304,-1.63,0.34,97.54,4.28
2020,305,-0.38,0.45,98.27,7.67
2020,306,2.09,0.57,94.05,5.45
2020,307,1.18,0.53,97.08,19.11
2020,308,2.18,0.35,99.32,7.59
2020,309,0.94,0.41,98.63,15.28
2020,310,-1.29,0.81,94.44,8.46
2020,311,-5.06,0.47,85.41,0.17
2020,312,-7.88,0.6,88.89,0.16
2020,313,-7.64,0.5,86.82,0.16
2020,314,-3.56,0.39,95.81,6.11
2020,315,-4.19,0.54,92.63,0.85
2020,316,-6.54,0.5,97.29,0.39
2020,317,-3.79,0.44,98.48,9.38
2020,318,-5.38,0.49,99.58,3.84
2020,319,-5.08,0.39,99.64,5.98
2020,320,-4.0,0.45,99.77,10.15
2020,321,-5.28,0.57,99.83,0.72
2020,322,-7.08,1.03,99.81,24.59
2020,323,-5.54,0.48,99.47,2.13
2020,324,-11.33,0.32,100.0,5.86
2020,325,-3.83,0.32,99.81,8.13
2020,326,-2.05,0.51,99.6,7.39
2020,327,-4.12,0.59,96.47,4.27
2020,328,-4.15,0.87,99.28,7.59
2020,329,-2.69,0.54,99.45,7.06
2020,330,-4.58,0.55,99.89,1.25
2020,331,-2.68,0.79,99.34,10.04
2020,332,-5.86,0.33,98.98,10.04
2020,333,-6.78,0.66,99.62,1.58
2020,334,-3.15,0.86,99.2,5.95
2020,335,-3.7,0.77,99.34,5.81
2020,336,-3.84,0.83,98.69,0.68
2020,337,-5.21,1.07,74.21,0.0
2020,338,-1.95,0.7,97.6,6.93
2020,339,0.11,0.88,99.08,12.15
2020,340,0.27,0.85,97.86,6.19
2020,341,0.02,1.16,98.99,26.82
2020,342,0.06,0.95,98.97,13.74
2020,343,-3.25,0.49,99.72,4.35
2020,344,-6.05,0.71,99.96,2.66
2020,345,-6.95,0.49,98.76,0.69
2020,346,-9.67,0.52,99.28,0.13
2020,347,-10.79,1.03,98.54,0.04
2020,348,-10.1,0.69,99.78,1.84
2020,349,-5.83,0.44,99.39,3.4
2020,350,-3.77,0.84,99.45,11.84
2020,351,-2.43,0.91,99.21,11.72
2020,352,-5.59,0.72,99.66,4.64
2020,353,-1.37,1.54,98.97,13.76
2020,354,-2.99,0.92,99.21,14.36
2020,355,-2.7,1.02,99.41,7.26
2020,356,-6.93,0.7,99.87,2.9
2020,357,-12.87,0.78,94.78,0.07
2020,358,-6.74,1.12,96.39,3.94
2020,359,-4.14,0.63,98.53,10.79
2020,360,-5.51,0.55,99.45,2.16
2020,361,-7.29,0.67,99.26,2.36
2020,362,-6.13,0.43,99.83,1.35
2020,363,-9.58,0.54,96.78,0.15
2020,364,-7.35,0.65,86.39,1.51
2020,365,-6.97,0.65,99.76,7.82
2020,366,-5.35,0.49,99.63,6.02
2021,1,-2.43,0.59,99.29,21.78
2021,2,-1.49,1.69,98.52,18.06
2021,3,-4.88,1.45,99.13,4.23
2021,4,-5.68,1.2,99.02,8.26
2021,5,-2.67,1.44,98.49,12.38
2021,6,-2.26,1.14,98.89,14.56
2021,7,-5.89,0.62,99.71,0.88
2021,8,-4.99,1.02,98.64,3.22
2021,9,-6.92,0.62,99.53,3.65
2021,10,-1.9,1.19,98.98,8.97
2021,11,-1.92,1.2,98.66,13.84
2021,12,-4.69,1.1,99.32,8.25
2021,13,-8.39,0.72,99.77,2.55
2021,14,-3.41,1.01,98.67,7.39
2021,15,-1.38,1.4,98.98,9.1
2021,16,-1.84,0.79,99.09,9.15
2021,17,-1.97,0.89,99.47,6.12
2021,18,-3.27,0.44,99.65,1.43
2021,19,-4.04,1.49,99.16,9.65
2021,20,-11.52,0.71,99.8,0.2
2021,21,-14.55,0.54,99.74,0.09
2021,22,-11.45,0.72,71.46,0.03
2021,23,-8.75,0.7,76.84,1.49
2021,24,-8.08,0.64,99.79,3.74
2021,25,-12.85,0.62,99.62,0.24
2021,26,-14.61,0.67,99.88,0.24
2021,27,-17.15,1.14,99.62,0.23
2021,28,-19.33,0.83,99.75,0.09
2021,29,-13.06,0.89,97.87,1.49
2021,30,-8.89,0.66,99.76,1.48
2021,31,-6.83,0.66,98.97,3.15
2021,32,-7.83,0.66,99.58,0.79
2021,33,-11.86,0.64,99.53,4.12
2021,34,-8.66,0.78,94.84,2.76
2021,35,-4.11,0.62,99.29,11.94
2021,36,-7.54,0.57,99.57,2.86
2021,37,-10.16,0.48,99.21,4.02
2021,38,-13.61,0.84,99.43,0.37
2021,39,-25.73,0.94,99.8,0.33
2021,40,-25.76,1.29,99.87,2.43
2021,41,-28.58,1.61,99.14,0.03
2021,42,-27.08,2.24,99.53,0.05
2021,43,-23.24,1.83,99.97,0.07
2021,44,-17.96,1.24,99.37,0.14
2021,45,-11.37,0.58,99.83,4.67
2021,46,-7.53,0.7,99.81,1.89
2021,47,-9.27,0.8,99.31,1.51
2021,48,-10.72,0.55,99.35,0.14
2021,49,-7.07,0.81,99.15,7.9
2021,50,-4.15,1.18,99.17,9.93
2021,51,-4.14,1.72,99.11,9.43
2021,52,-1.77,1.86,99.06,23.25
2021,53,-4.06,0.98,99.38,7.55
2021,54,-7.9,0.82,99.52,3.21
2021,55,-9.63,1.13,98.84,7.68
2021,56,-3.75,1.51,99.0,11.9
2021,57,-6.5,0.91,98.6,1.59
2021,58,-6.6,1.14,99.46,4.38
2021,59,-1.56,1.84,98.9,14.87
2021,60,-5.38,0.81,99.07,5.36
2021,61,-4.1,1.33,98.98,9.07
2021,62,-2.57,0.87,98.61,15.62
2021,63,-3.28,0.77,98.94,3.16
2021,64,-5.71,0.84,98.86,6.49
2021,65,-5.53,0.65,98.96,2.67
2021,66,-6.03,0.54,93.76,1.18
2021,67,-5.52,0.63,93.56,1.39
2021,68,-6.98,0.7,98.24,0.12
2021,69,-10.08,0.83,98.04,0.05
2021,70,-7.1,1.19,93.65,3.6
2021,71,-1.39,1.86,98.61,13.74
2021,72,-0.03,1.58,98.46,19.57
2021,73,-8.23,0.72,98.22,3.11
2021,74,-9.22,0.73,99.19,0.86
2021,75,-4.77,0.66,99.24,2.12
2021,76,-5.16,0.66,98.8,1.3
2021,77,-2.91,0.71,98.66,4.2
2021,78,-3.84,0.92,98.33,6.07
2021,79,-7.02,0.82,99.08,2.17
2021,80,-3.94,1.18,99.05,9.76
2021,81,-4.92,0.67,98.87,2.03
2021,82,-2.91,1.5,99.24,13.36
2021,83,-3.06,0.75,99.22,3.66
2021,84,-5.55,0.68,98.65,0.17
2021,85,-3.3,0.94,99.48,3.41
2021,86,-1.34,1.69,98.81,19.86
2021,87,-7.04,0.94,97.1,2.34
2021,88,-9.62,0.84,93.43,0.45
2021,89,-3.64,0.85,99.55,1.69
2021,90,-3.12,1.45,98.76,3.26
2021,91,-4.71,1.18,98.86,8.8
2021,92,-4.66,0.78,98.91,6.86
2021,93,-4.5,0.63,98.95,7.38
2021,94,-7.69,0.72,99.26,0.32
2021,95,-5.69,0.71,99.64,1.0
2021,96,-3.39,0.84,99.3,7.15
2021,97,-5.39,0.8,98.86,4.92
2021,98,-7.21,1.36,99.17,6.18
2021,99,-5.36,1.07,98.76,11.59
2021,100,-8.51,0.77,98.67,1.04
2021,101,-7.95,0.78,98.45,0.42
2021,102,-5.45,0.86,94.14,0.06
2021,103,-2.06,0.8,86.24,0.0
2021,104,0.67,1.03,76.15,0.0
2021,105,1.95,0.89,87.11,0.01
2021,106,2.92,0.77,83.41,0.07
2021,107,4.41,1.03,73.28,0.0
2021,108,-0.62,1.34,96.1,0.04
2021,109,0.83,0.74,78.81,0.0
2021,110,0.78,0.56,66.42,0.0
2021,111,-2.08,0.85,97.68,0.03
2021,112,-2.13,0.9,84.66,0.07
2021,113,-1.67,0.65,90.63,0.01
2021,114,-1.65,0.82,93.45,0.01
2021,115,-2.36,0.78,85.27,0.01
2021,116,-2.36,0.88,89.01,0.0
2021,117,-0.95,0.96,98.62,7.52
2021,118,0.13,0.68,99.19,13.02
2021,119,0.19,0.95,99.29,11.59
2021,120,0.13,0.81,99.29,9.88
2021,121,-0.14,0.63,98.74,2.29
2021,122,-0.4,0.4,98.08,0.53
2021,123,-0.46,0.66,99.0,5.49
2021,124,-1.71,0.54,98.17,0.74
2021,125,-0.67,0.74,92.79,0.05
2021,126,0.44,0.75,95.04,2.68
2021,127,-2.14,0.71,99.38,2.77
2021,128,-1.94,0.55,98.32,2.11
2021,129,-0.82,0.55,99.04,2.6
2021,130,-0.94,0.55,97.54,0.31
2021,131,-0.78,0.34,95.09,0.55
2021,132,0.7,0.47,97.8,0.99
2021,133,0.22,0.38,97.52,0.29
2021,134,0.1,0.45,95.44,0.24
2021,135,0.4,0.5,99.06,2.3
2021,136,0.4,0.49,99.17,7.14
2021,137,0.62,0.43,95.35,4.15
2021,138,-1.07,0.74,98.64,24.53
2021,139,-0.6,0.52,95.01,0.99
2021,140,0.9,0.61,86.39,0.0
2021,141,2.73,0.94,77.8,0.0
2021,142,1.75,0.59,94.18,0.29
2021,143,1.72,0.58,92.71,0.32
2021,144,3.32,0.54,88.22,1.52
2021,145,3.13,0.62,87.86,2.15
2021,146,1.9,0.38,90.27,12.38
2021,147,2.07,0.42,93.58,8.89
2021,148,3.33,0.68,88.31,1.8
2021,149,5.5,0.47,74.92,0.25
2021,150,4.9,0.44,96.05,8.21
2021,151,8.11,0.51,96.83,8.09
2021,152,10.67,0.5,93.22,6.12
2021,153,9.41,0.62,93.58,4.32
2021,154,5.88,0.59,85.05,0.9
2021,155,4.09,0.68,91.03,11.71
2021,156,2.78,0.65,85.93,5.98
2021,157,4.03,0.38,82.43,2.79
2021,158,6.79,0.31,77.43,0.63
2021,159,7.31,0.53,81.81,3.66
2021,160,4.95,0.51,88.12,6.86
2021,161,4.67,0.43,79.74,2.36
2021,162,6.93,0.37,68.15,0.64
2021,163,6.69,0.36,84.99,2.14
2021,164,8.44,0.52,85.78,5.96
2021,165,9.03,0.43,78.93,6.36
2021,166,5.31,0.48,86.27,12.78
2021,167,6.86,0.49,80.59,1.99
2021,168,6.96,0.42,85.37,5.92
2021,169,7.5,0.36,82.31,1.8
2021,170,9.88,0.42,75.51,3.63
2021,171,12.97,0.55,68.58,0.03
2021,172,13.75,0.49,78.9,0.19
2021,173,12.81,0.47,78.4,0.07
2021,174,12.15,0.43,86.86,3.13
2021,175,12.58,0.36,82.29,0.63
2021,176,17.84,0.44,73.24,0.0
2021,177,21.98,0.42,67.64,0.0
2021,178,24.89,0.49,57.16,0.0
2021,179,24.42,0.47,56.51,0.0
2021,180,22.34,0.44,60.89,0.06
2021,181,18.15,0.3,81.9,3.77
2021,182,13.87,0.35,75.98,0.33
2021,183,12.59,0.33,81.5,0.17
2021,184,14.37,0.31,80.0,0.58
2021,185,16.95,0.29,76.54,2.18
2021,186,16.68,0.31,74.36,0.8
2021,187,18.29,0.34,68.55,0.17
2021,188,15.81,0.36,75.66,0.02
2021,189,14.09,0.23,75.29,0.08
2021,190,15.53,0.29,78.35,0.16
2021,191,11.32,0.27,90.3,2.25
2021,192,13.18,0.31,73.99,0.14
2021,193,13.43,0.32,76.52,0.0
2021,194,13.39,0.38,78.9,0.35
2021,195,11.61,0.27,84.46,0.94
2021,196,9.8,0.2,90.82,1.45
2021,197,9.95,0.2,86.7,10.21
2021,198,9.39,0.28,82.43,5.82
2021,199,10.29,0.31,78.28,3.86
2021,200,11.58,0.32,82.79,4.91
2021,201,9.92,0.35,85.9,12.59
2021,202,7.25,0.25,87.26,5.17
2021,203,7.25,0.32,88.17,3.88
2021,204,8.54,0.27,91.48,7.12
2021,205,9.64,0.27,88.44,3.69
2021,206,9.66,0.35,89.3,4.44
2021,207,9.5,0.33,87.43,7.23
2021,208,10.27,0.28,76.08,0.64
2021,209,11.34,0.39,90.79,7.52
2021,210,15.36,0.42,78.35,1.01
2021,211,17.07,0.42,76.86,0.07
2021,212,18.14,0.49,77.69,0.07
2021,213,17.99,0.33,80.6,0.21
2021,214,13.17,0.31,79.26,0.04
2021,215,12.06,0.25,92.51,3.49
2021,216,14.01,0.3,90.42,7.7
2021,217,11.41,0.28,89.25,12.68
2021,218,8.59,0.28,88.71,6.71
2021,219,9.8,0.27,87.82,6.65
2021,220,11.26,0.32,82.41,0.77
2021,221,8.89,0.35,94.42,2.04
2021,222,10.37,0.35,95.48,2.45
2021,223,12.36,0.36,79.63,0.19
2021,224,17.28,0.51,68.4,0.0
2021,225,17.74,0.46,71.63,0.01
2021,226,13.1,0.4,94.47,10.45
2021,227,10.35,0.49,89.71,10.66
2021,228,8.46,0.4,78.41,0.09
2021,229,10.94,0.45,78.2,0.01
2021,230,8.43,0.28,96.5,3.77
2021,231,10.72,0.24,90.02,2.22
2021,232,12.6,0.38,77.72,0.4
2021,233,9.54,0.45,85.84,1.46
2021,234,6.45,0.26,91.98,5.26
2021,235,8.24,0.31,80.57,0.15
2021,236,9.56,0.33,81.14,0.09
2021,237,8.37,0.32,89.08,6.78
2021,238,8.52,0.24,94.61,11.37
2021,239,9.29,0.25,92.36,4.32
2021,240,7.73,0.38,94.93,10.1
2021,241,6.25,0.26,87.02,1.69
2021,242,5.79,0.23,83.96,1.93
2021,243,7.59,0.43,78.53,0.04
2021,244,10.51,0.5,71.22,0.02
2021,245,10.24,0.41,80.14,0.1
2021,246,8.52,0.28,97.72,8.33
2021,247,9.41,0.43,95.05,16.57
2021,248,7.7,0.36,92.61,9.5
2021,249,7.43,0.21,95.98,8.08
2021,250,8.33,0.33,93.97,2.57
2021,251,6.61,0.25,89.53,4.84
2021,252,7.32,0.37,76.3,0.03
2021,253,6.6,0.49,88.4,1.94
2021,254,6.93,0.26,90.68,2.64
2021,255,6.38,0.21,93.14,2.81
2021,256,5.2,0.21,93.28,5.71
2021,257,5.42,0.33,91.93,8.31
2021,258,2.58,0.27,91.59,2.09
2021,259,1.86,0.24,93.27,6.09
2021,260,1.89,0.23,98.44,15.67
2021,261,2.73,0.27,99.38,14.86
2021,262,3.39,0.25,99.1,9.39
2021,263,4.71,0.43,98.39,14.01
2021,264,6.17,0.34,98.4,33.33
2021,265,4.29,0.31,88.85,1.54
2021,266,2.43,0.27,97.86,8.56
2021,267,5.56,0.37,96.76,4.55
2021,268,7.29,0.16,98.31,11.57
2021,269,6.95,0.26,93.78,16.44
2021,270,4.41,0.3,96.23,13.86
2021,271,1.96,0.33,92.01,4.48
2021,272,1.76,0.33,97.86,17.27
2021,273,3.5,0.5,97.35,17.05
2021,274,1.2,0.4,97.88,10.51
2021,275,1.19,0.43,93.59,17.1
2021,276,-1.15,0.44,95.46,6.9
2021,277,-1.05,0.34,95.07,1.49
2021,278,-1.31,0.36,93.37,2.84
2021,279,-1.74,0.47,92.75,0.85
2021,280,-2.1,0.37,93.56,3.46
2021,281,-0.37,0.39,98.27,5.14
2021,282,0.35,0.37,98.07,8.78
2021,283,-1.16,0.32,95.43,4.05
2021,284,-0.62,0.31,95.54,3.48
2021,285,-0.46,0.4,96.25,9.51
2021,286,-0.68,0.3,97.88,6.75
2021,287,-0.09,0.32,99.3,10.9
2021,288,0.22,0.21,99.08,6.13
2021,289,0.07,0.22,98.42,2.57
2021,290,-2.68,0.63,94.42,0.25
2021,291,-3.83,0.5,98.36,0.07
2021,292,-0.93,0.29,97.34,0.06
2021,293,0.55,0.28,98.88,2.4
2021,294,0.65,0.33,98.72,4.57
2021,295,0.94,0.33,97.89,5.23
2021,296,-0.72,0.42,96.31,5.32
2021,297,-0.52,0.45,95.85,2.57
2021,298,0.42,0.21,98.94,8.04
2021,299,0.18,0.33,98.15,13.86
2021,300,-0.63,0.44,98.68,10.78
2021,301,-3.48,0.51,98.62,1.57
2021,302,-5.69,0.62,96.63,0.1
2021,303,-5.66,0.48,96.33,0.01
2021,304,-6.99,0.3,95.3,0.0
2021,305,-6.5,0.52,96.62,0.51
2021,306,-0.96,0.41,99.15,6.52
2021,307,0.61,0.24,99.51,13.06
2021,308,0.23,0.31,99.28,11.33
2021,309,-2.28,0.32,98.73,4.37
2021,310,-5.23,0.56,98.78,2.22
2021,311,-6.33,0.5,98.63,4.71
2021,312,-4.18,0.42,98.79,11.3
2021,313,-2.7,0.48,99.02,13.46
2021,314,-3.48,0.43,99.61,6.38
2021,315,-2.85,0.41,99.55,13.01
2021,316,-0.23,0.71,99.31,15.6
2021,317,-2.73,0.28,99.73,5.84
2021,318,-3.47,0.43,99.33,10.97
2021,319,-7.85,0.77,99.92,2.01
2021,320,-9.5,0.54,100.0,1.15
2021,321,-4.03,0.53,99.66,5.05
2021,322,-7.29,0.35,99.97,1.78
2021,323,-4.98,0.73,99.72,6.39
2021,324,-1.45,1.07,99.21,10.28
2021,325,-0.77,1.12,99.1,14.53
2021,326,-1.67,0.94,99.23,11.21
2021,327,-5.35,0.46,99.83,3.81
2021,328,-1.9,1.15,98.99,18.71
2021,329,-0.19,1.15,99.26,18.99
2021,330,-6.09,0.64,99.76,2.62
2021,331,-3.13,0.66,99.54,12.54
2021,332,-0.89,0.72,99.45,9.34
2021,333,-2.95,0.99,99.49,11.35
2021,334,0.01,1.38,98.83,20.45
2021,335,-3.48,0.7,98.61,8.7
2021,336,-6.55,0.71,99.75,7.28
2021,337,-6.15,0.52,99.81,6.93
2021,338,-9.37,0.57,99.94,3.97
2021,339,-13.42,0.58,97.72,1.12
2021,340,-13.51,0.52,99.76,0.63
2021,341,-3.85,0.71,99.52,6.73
2021,342,-7.37,0.63,99.75,4.04
2021,343,-8.48,0.42,99.98,3.0
2021,344,-4.39,1.27,99.19,17.99
2021,345,-7.93,0.5,99.53,7.11
2021,346,-11.17,0.87,99.7,1.86
2021,347,-15.28,1.13,99.47,0.94
2021,348,-19.15,0.71,99.63,0.05
2021,349,-13.84,0.61,99.16,0.15
2021,350,-19.02,0.94,99.78,0.06
2021,351,-13.32,0.78,89.57,3.73
2021,352,-13.66,0.9,99.72,3.54
2021,353,-18.68,0.83,99.09,0.05
2021,354,-17.21,1.01,73.09,0.01
2021,355,-11.68,0.49,88.92,6.17
2021,356,-13.21,0.58,99.66,2.79
2021,357,-18.86,0.5,99.55,0.12
2021,358,-26.48,1.55,99.61,0.04
2021,359,-29.71,1.79,99.46,0.01
2021,360,-32.41,1.21,99.94,0.01
2021,361,-20.31,0.56,99.07,0.92
2021,362,-18.44,0.89,99.05,0.07
2021,363,-18.02,0.77,91.7,2.49
2021,364,-20.18,0.95,99.78,0.14
2021,365,-17.79,0.68,98.63,1.51
2022,1,-6.01,1.38,99.28,15.34
2022,2,-8.08,1.11,98.86,5.59
2022,3,-26.02,2.04,99.58,2.27
2022,4,-27.94,1.78,99.74,0.49
2022,5,-27.8,1.44,99.97,0.1
2022,6,-24.3,1.41,99.99,3.29
2022,7,-18.46,0.47,99.62,0.54
2022,8,-7.32,1.22,99.36,10.18
2022,9,-1.96,1.3,97.3,3.38
2022,10,-1.09,1.3,97.14,7.83
2022,11,-1.35,1.11,99.13,8.29
2022,12,-2.27,0.48,99.48,4.83
2022,13,-1.46,0.51,99.31,2.34
2022,14,-0.06,1.29,98.9,9.7
2022,15,-2.22,1.05,99.37,5.42
2022,16,-1.01,1.22,98.97,22.93
2022,17,-4.44,1.09,97.16,4.36
2022,18,-15.28,0.68,98.84,0.07
2022,19,-4.1,0.66,99.48,10.82
2022,20,-1.28,1.32,99.27,6.03
2022,21,-1.82,1.14,99.45,2.03
2022,22,-3.2,0.83,99.81,0.47
2022,23,-2.2,0.65,99.71,1.56
2022,24,-4.79,0.69,82.08,0.15
2022,25,-3.49,0.66,94.82,0.49
2022,26,-3.29,0.78,47.14,0.06
2022,27,-5.82,1.16,57.38,0.11
2022,28,-3.24,0.66,98.98,3.66
2022,29,-1.37,1.14,98.96,7.28
2022,30,-6.03,0.7,99.6,3.19
2022,31,-9.02,0.78,99.81,2.08
2022,32,-11.02,0.74,99.94,0.54
2022,33,-7.12,0.94,99.72,7.2
2022,34,-1.37,1.18,99.22,8.52
2022,35,-1.55,1.96,98.98,10.85
2022,36,-3.15,1.25,98.22,0.68
2022,37,-2.58,1.37,98.79,9.63
2022,38,-1.94,1.61,98.88,9.26
